Codigo_fuente,Archivo_original,Fase_inferida,Estado_documentado,Correspondencia_CommUp_confirmada,Revision_tecnica,Captura_probada,PDF_revisado,Revision_publicada,Observaciones
I03B,B Sheets/I03B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I04B,B Sheets/I04B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I11B,B Sheets/I11B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I12B,B Sheets/I12B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I14B,B Sheets/I14B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I26B,B Sheets/I26B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I27B,B Sheets/I27B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I34B,B Sheets/I34B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I42B,B Sheets/I42B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I43B,B Sheets/I43B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
L04B,B Sheets/L04B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
L08B,B Sheets/L08B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
L10B,B Sheets/L10B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M03B,B Sheets/M03B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M06B,B Sheets/M06B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M07B,B Sheets/M07B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M09B-1,B Sheets/M09B-1.doc,1,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M09B-2,B Sheets/M09B-2.doc,2,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M09B,B Sheets/M09B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M10B,B Sheets/M10B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M12B,B Sheets/M12B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M13B,B Sheets/M13B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M14B,B Sheets/M14B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M21B,B Sheets/M21B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M22B,B Sheets/M22B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M23B,B Sheets/M23B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M41B,B Sheets/M41B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M42B,B Sheets/M42B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M44B,B Sheets/M44B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M49B,B Sheets/M49B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M50B,B Sheets/M50B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M51B,B Sheets/M51B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M52B,B Sheets/M52B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M53B,B Sheets/M53B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M54B,B Sheets/M54B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M55B,B Sheets/M55B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M56B,B Sheets/M56B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M57B,B Sheets/M57B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M58B,B Sheets/M58B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M59B,B Sheets/M59B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M60B,B Sheets/M60B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M61B,B Sheets/M61B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M62B,B Sheets/M62B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M64B,B Sheets/M64B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M65B,B Sheets/M65B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P11B,B Sheets/P11B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P13B,B Sheets/P13B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P14B,B Sheets/P14B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P15B,B Sheets/P15B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P16B,B Sheets/P16B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P17B,B Sheets/P17B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P18B,B Sheets/P18B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P19B,B Sheets/P19B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T04B,B Sheets/T04B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T06B,B Sheets/T06B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T11B,B Sheets/T11B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T12B,B Sheets/T12B.doc,B,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
E13C,C Sheets/E13C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
H02C,C Sheets/H02C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
H03C,C Sheets/H03C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
H20C,C Sheets/H20C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
H21C,C Sheets/H21C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I21C,C Sheets/I21C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I28C,C Sheets/I28C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I29C,C Sheets/I29C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I30C,C Sheets/I30C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I31C,C Sheets/I31C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I33C,C Sheets/I33C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
I45C,C Sheets/I45C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
L05C,C Sheets/L05C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
L08C,C Sheets/L08C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M01C,C Sheets/M01C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M09C,C Sheets/M09C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M10C,C Sheets/M10C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M11C,C Sheets/M11C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M12C,C Sheets/M12C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M13C,C Sheets/M13C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M17C,C Sheets/M17C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M18C,C Sheets/M18C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M22C,C Sheets/M22C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M23C,C Sheets/M23C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M26C,C Sheets/M26C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M27C,C Sheets/M27C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M36C,C Sheets/M36C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M43C,C Sheets/M43C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M50C,C Sheets/M50C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M51C,C Sheets/M51C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M52C,C Sheets/M52C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M53C,C Sheets/M53C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M54C,C Sheets/M54C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M55C,C Sheets/M55C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M59C,C Sheets/M59C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
M65C,C Sheets/M65C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P15C,C Sheets/P15C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
P21C,C Sheets/P21C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T01C,C Sheets/T01C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T04C,C Sheets/T04C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T05C,C Sheets/T05C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T06C,C Sheets/T06C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T09C,C Sheets/T09C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T10C,C Sheets/T10C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T13C,C Sheets/T13C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
T14C,C Sheets/T14C.doc,C,Mapeo preliminar; pendiente de contraste y edición,,,,,,Completar con evidencia; no marcar como validado por estar publicado
